Name,Address,Type,Website,Phone,Google Maps
Moody Ales,"2601 Murray St, Port Moody, Canada",Taproom,http://www.moodyales.com/,(604) 492-3911,http://www.google.com/maps/place/2601%20Murray%20St+Port%20Moody+BC+Canada
Moody Ales Ltd.,"2601 Murray Street, Port Moody, Canada",Taproom,http://www.moodyales.com/,01 (604) 492-3911,http://www.google.com/maps/place/2601%20Murray%20Street+Port%20Moody+null+Canada
Moosehead Breweries Ltd,"89 Main St W, St. John, Canada",Regional,http://www.mooseheadbeer.com/,(506) 635-7000,http://www.google.com/maps/place/89%20Main%20St%20W+St.%20John+NB+Canada
Moosehead Brewery,"89 Main Street West Saint John, New Brunswick Canada, E2M 3H2, SAINT JOHN, Canada",N/A,N/A,506-635-7000,"http://www.google.com/maps/place/89%20Main%20Street%20WestSaint%20John,%20New%20BrunswickCanada,%20E2M%203H2+SAINT%20JOHN+NB+Canada"
Motor Craft Ales,"888 Erie Street East, Windsor, Canada",Brewpub,http://thisismotor.com/,(519) 252-8004,http://www.google.com/maps/place/888%20Erie%20Street%20East+Windsor+ON+Canada
Mountain Crest Brewing Corp.,N/A,Contract,http://www.damngoodbeer.ca/,(403) 695-3706,http://www.google.com/maps/place/1314%2044%20Avenue%20NE+Calgary+AB+Canada
Mt. Begbie Brewing Co. Ltd,"2155 Oak Drive, Revelstoke, Canada",Micro,http://www.mt-begbie.com/,250-837-2756,http://www.google.com/maps/place/2155%20Oak%20Drive+Revelstoke+null+Canada
Multi-Brasse Microbrasserie,"1209 St-Joseph, Tingwick, Canada",Micro,http://www.multibrasserie.ca/,(819) 359-3887,http://www.google.com/maps/place/1209%20St-Joseph+Tingwick+QC+Canada
Muskoka Brewery,"1964 Muskoka Beach Rd, Bracebridge, Canada",Regional,http://www.muskokabrewery.com/,(705) 646-1266,http://www.google.com/maps/place/1964%20Muskoka%20Beach%20Rd+Bracebridge+null+Canada
NWT Brewing Company,"3905 Franklin Ave., Yellowknife, Canada",Brewpub,http://www.nwtbrewingco.com/,N/A,http://www.google.com/maps/place/3905%20Franklin%20Ave.+Yellowknife+NT+Canada
Nelson Brewing Co,"512 Latimer St, Nelson, Canada",Micro,http://www.nelsonbrewing.com/,(250) 352-3582,http://www.google.com/maps/place/512%20Latimer%20St+Nelson+BC+Canada
Neustadt Springs Brewery,"456 Jacob St, Neustadt, Canada",Micro,http://www.neustadtsprings.com/,(519) 799-5790,http://www.google.com/maps/place/456%20Jacob%20St+Neustadt+ON+Canada
New Level Brewing,"4140 7005 Fairmount Drive SE, Calgary, Canada",Micro,http://www.newlevelbrewing.ca/,(403) 966-4359,http://www.google.com/maps/place/4140%207005%20Fairmount%20Drive%20SE+Calgary+AB+Canada
New Maritime Beer Company,"55 Newcastle Blvd, Miramichi, Canada",Regional,N/A,506-622-1200,http://www.google.com/maps/place/55%20Newcastle%20Blvd+Miramichi+NB+Canada
Niagara Best Beer Limited,"6863 Lundy's Lane, Niagara Falls, Canada",Brewpub,N/A,(905) 371-1001,http://www.google.com/maps/place/6863%20Lundy's%20Lane+Niagara%20Falls+ON+Canada
Niagara College Teaching Brewery,"135 Taylor Rd, Niagara On the Lake, Canada",Micro,http://www.ncteachingbrewery.ca/,(905) 641-2252,http://www.google.com/maps/place/135%20Taylor%20Rd+Niagara%20On%20the%20Lake+ON+Canada
Niagara Oast House Brewers,"2017 Niagara Stone Road, Niagara-On-The-Lake, Canada",Brewpub,http://www.oasthousebrewers.com/,N/A,http://www.google.com/maps/place/2017%20Niagara%20Stone%20Road+Niagara-On-The-Lake+ON+Canada
Nickel Brook Brewing Co,"864 Drury Lane, Burlington, Canada",Micro,http://www.nickelbrook.com/,01 ((905) 681-2739,http://www.google.com/maps/place/864%20Drury%20Lane+Burlington+ON+Canada
Nine Locks Brewing Co.,"219 Waverley Rd, Dartmouth, Canada",Micro,http://www.ninelocksbrewing.ca/,(902) 434-4471,http://www.google.com/maps/place/219%20Waverley%20Rd+Dartmouth+NS+Canada
Ninepenny Brewing,"75 Conception Bay Highway, Conception Bay South, Canada",Taproom,http://www.ninepennybrewing.ca/,01 (709) 727-5632,http://www.google.com/maps/place/75%20Conception%20Bay%20Highway+Conception%20Bay%20South+NL+Canada
Nita Beer Company,"190 Colonnade Road Unit #17, Ottawa, Canada",Taproom,http://nitabeer.com/,(613) 863-8798,http://www.google.com/maps/place/190%20Colonnade%20Road%20Unit%20#17+Ottawa+ON+Canada
Noctem Artisans Brasseurs inc.,"8-1095 rue Vincent-Massey, Québec, Canada",Micro,http://www.noctem.ca/,01 (581) 742-7979,http://www.google.com/maps/place/8-1095%20rue%20Vincent-Massey+Qu%C3%A9bec+null+Canada
Noire et Blanche Inc.,"196 Rue Saint-Eustache, Saint-Eustache, Canada",Brewpub,http://noire-et-blanche.ca/,01 (450) 983-6100,http://www.google.com/maps/place/196%20Rue%20Saint-Eustache+Saint-Eustache+null+Canada
Nokomis Craft Ales,"301 1st Avenue East, Nokomis, Canada",Micro,http://www.nokomiscraftales.com/,(306) 528-9910,http://www.google.com/maps/place/301%201st%20Avenue%20East+Nokomis+null+Canada
North Brewing Company Ltd.,"899 Portland St., Dartmouth, Canada",Micro,http://www.northbrewing.ca/,9022333531,http://www.google.com/maps/place/899%20Portland%20St.+Dartmouth+NS+Canada
Northampton Brewing Co LTD,"66 Parker Road, Northampton, Canada",Micro,http://www.picaroons.ca/,(506) 457-9082,http://www.google.com/maps/place/66%20Parker%20Road+Northampton+NB+Canada
Northern Maverick Brewing Co,"115 Bathurst St., Toronto, Canada",Brewpub,http://www.northernmaverick.ca/,01 (416) 540-4030,http://www.google.com/maps/place/115%20Bathurst%20St.+Toronto+ON+Canada
Northwinds Brewhouse,"499 First St, Collingwood, Canada",Brewpub,http://www.northwindsbrewhouse.com/,(705) 293-6666,http://www.google.com/maps/place/499%20First%20St+Collingwood+ON+Canada
NuBrewCo,"2025 Iqaluit Ln Box 2189, Iqaluit, Canada",Micro,http://www.nubrewbeer.ca/,00 (867) 979-2337,http://www.google.com/maps/place/2025%20Iqaluit%20Ln%20Box%202189+Iqaluit+NU+Canada
O Quai des Brasseurs,"805 Avenue Des Nenuphars, Becancour (st-angele), Canada",Brewpub,http://oquaidesbrasseurs.com/,(514) 774-5564,http://www.google.com/maps/place/805%20Avenue%20Des%20Nenuphars+Becancour%20(st-angele)+QC+Canada
Off The Rail Brewing Company,"1351 Adanac St, Vancouver, Canada",Micro,http://www.offtherailbrewing.com/,(604) 563-5767,http://www.google.com/maps/place/1351%20Adanac%20St+Vancouver+BC+Canada
Okanagan Spring Brewery,"2808 27 Ave, Vernon, Canada",Regional,http://www.okspring.com/,(250) 542-2337,http://www.google.com/maps/place/2808%2027%20Ave+Vernon+BC+Canada
Old Credit Brewing Co,"6 Queen St W, Mississauga, Canada",Micro,N/A,(905) 271-9888,http://www.google.com/maps/place/6%20Queen%20St%20W+Mississauga+ON+Canada
Old Credit Brewing Co.,"6 Queen St. West, Mississauga, Canada",Micro,N/A,7099866508,http://www.google.com/maps/place/6%20Queen%20St.%20West+Mississauga+ON+Canada
Old Yale Brewing Co,"44550 South Sumas Road #404, Chilliwack, Canada",Micro,http://www.oldyalebrewing.com/,(604) 392-2011,http://www.google.com/maps/place/44550%20South%20Sumas%20Road%20#404+Chilliwack+BC+Canada
Olde Stone Brewing Co,"380 George St N, Peterborough, Canada",Brewpub,http://www.oldestone.com/,(705) 745-0495,http://www.google.com/maps/place/380%20George%20St%20N+Peterborough+ON+Canada
Olds College Brewmaster Diploma,"4500 50 St, Olds, Canada",Micro,N/A,(403) 556-8380,http://www.google.com/maps/place/4500%2050%20St+Olds+AB+Canada
One For The Road Brewing Co.,"null, Calgary, Canada",Micro,http://www.onefortheroadbrewery.com/,(403) 861-4353,http://www.google.com/maps/place/null+Calgary+null+Canada
One Great City Brewing Company Ltd.,"1596 Ness Avenue, Winnipeg, Canada",Brewpub,http://www.ogcbrewingco.com/,204-210-2337,http://www.google.com/maps/place/1596%20Ness%20Avenue+Winnipeg+MB+Canada
"Open Tap Brewpub & Eatery, The","4245 Rochdale Blvd, Regina, Canada",Brewpub,http://www.thetap.ca/,(306) 761-2777,http://www.google.com/maps/place/4245%20Rochdale%20Blvd+Regina+SK+Canada
Origin Malting,"60 Spruce Park Dr, Strathmore, Canada",Micro,http://www.originmalting.com/,40 (336) 102-07,http://www.google.com/maps/place/60%20Spruce%20Park%20Dr+Strathmore+AB+Canada
Orleans Brewing Co.,"493 Keith Crescent, Ottawa, Canada",Micro,http://www.orleansbrewing.com/,(613) 799-0441,http://www.google.com/maps/place/493%20Keith%20Crescent+Ottawa+ON+Canada
Oshlag Brewery And Distillery,"2350 Dickson, Office 1400, Montreal, Canada",Micro,N/A,N/A,"http://www.google.com/maps/place/2350%20Dickson,%20Office%201400+Montreal+QC+Canada"
Over Time Beer Works,"136 Wallinger Ave, Kimberley, Canada",Micro,http://www.overtimebeer.ca/,(250) 427-2426,http://www.google.com/maps/place/136%20Wallinger%20Ave+Kimberley+BC+Canada
OverHop Brewing Co.,"6523 Rue Molson, MONTREAL, Canada",Alt%20Prop,N/A,N/A,http://www.google.com/maps/place/6523%20Rue%20Molson+MONTREAL+QC+Canada
"Overflow Brewing Company, Inc.","2477 Kaladar Ave., Ottawa, Canada",Brewpub,http://www.overflowbeer.com/,6136952337,http://www.google.com/maps/place/2477%20Kaladar%20Ave.+Ottawa+null+Canada
Pacific Western Brewing Co,"641 N Nechako Rd, Prince George, Canada",Regional,http://www.pwbrewing.com/,250-562-2424,http://www.google.com/maps/place/641%20N%20Nechako%20Rd+Prince%20George+BC+Canada
Pacific Western Brewing Co,"641 N Nechako Rd, Prince George, Canada",Regional,N/A,(250) 562-2424,http://www.google.com/maps/place/641%20N%20Nechako%20Rd+Prince%20George+BC+Canada
Paddock Wood Brewing Supplies,"116 103rd St E, Saskatoon, Canada",Micro,http://www.paddockwood.com/,(306) 477-5632,http://www.google.com/maps/place/116%20103rd%20St%20E+Saskatoon+SK+Canada
Paddy and Rosies Brewpub,"320 Main Street, Wolfville, Canada",Brewpub,N/A,(902) 542-0059,http://www.google.com/maps/place/320%20Main%20Street+Wolfville+NS+Canada
Paddy and Rosies Brewpub,"460 Main St., Wolfville, Canada",Brewpub,http://www.paddyspub.ca/,(902) 542-3396,http://www.google.com/maps/place/460%20Main%20St.+Wolfville+NS+Canada
Painted Boat Beer Co.,"63 Provost St, New Glasgow, Canada",Micro,http://www.paintedboatbeer.com/,N/A,http://www.google.com/maps/place/63%20Provost%20St+New%20Glasgow+NS+Canada
Parallel 49 Brewing Co,"1950 Triumph Street, Vancouver, Canada",Micro,http://www.parallel49brewing.com/,(604) 558-2739,http://www.google.com/maps/place/1950%20Triumph%20Street+Vancouver+BC+Canada
Partake Brewing,"327 10A Street NW, CALGARY, Canada",Micro,http://www.drinkpartake.com/,(416) 268-2807,http://www.google.com/maps/place/327%2010A%20Street%20NW+CALGARY+AB+Canada
Partners Brewery,"589 Halifax Road, Hightown, Canada",Micro,N/A,01924 457 772,http://www.google.com/maps/place/589%20Halifax%20Road+Hightown+null+Canada
Pat's Pub & Brewhouse,"403 E Hasings St, Vancouver, Canada",Brewpub,http://www.patspub.ca/,(604) 255-4301,http://www.google.com/maps/place/403%20E%20Hasings%20St+Vancouver+BC+Canada
Pepperwood Bistro and Brewery,"1455 Lakeshore Rd, Burlington, Canada",Brewpub,http://www.pepperwood.on.ca/,(905) 333-6999,http://www.google.com/maps/place/1455%20Lakeshore%20Rd+Burlington+ON+Canada
Persephone Brewing Company,"1053 Stewart Road, Gibsons, Canada",Micro,http://www.persephonebrewing.com/,778-462-3007,http://www.google.com/maps/place/1053%20Stewart%20Road+Gibsons+BC+Canada
Phillips Brewing Co,"2010 Government St, Victoria, Canada",Regional,http://www.phillipsbeer.com/,(250) 380-1912,http://www.google.com/maps/place/2010%20Government%20St+Victoria+BC+Canada
Pile O' Bones Brewing Company Ltd.,"1808 Cameron St, Regina, Canada",Brewpub,http://www.pileobonesbrewing.com/,(306) 546-2337,http://www.google.com/maps/place/1808%20Cameron%20St+Regina+SK+Canada
Pint Pursuits Brewing Company,N/A,Contract,N/A,(289) 776-6374,http://www.google.com/maps/place/69%20Ambleside%20Dr+St%20Thomas+ON+Canada
Pioneer Brewery Ltd,"1000 Murray Ross Parkway, Toronto, Canada",Brewpub,http://www.blackcreekbrewery.ca/our-brewery,(416) 736-1733,http://www.google.com/maps/place/1000%20Murray%20Ross%20Parkway+Toronto+ON+Canada
Port Rexton Brewing Company Ltd.,"32 Main Road, Port Rexton, Canada",Micro,http://www.portrextonbrewing.com/,(709) 464-2337,http://www.google.com/maps/place/32%20Main%20Road+Port%20Rexton+NL+Canada
Powell Street Craft Brewery,"1357 Powell Street, Vancouver, Canada",Micro,http://www.powellbeer.com/,604-558-2537,http://www.google.com/maps/place/1357%20Powell%20Street+Vancouver+BC+Canada
Prairie Dog Brewing CANADA Inc.,"105D 58 Ave SE, Calgary, Canada",Brewpub,https://www.prairiedogbrewing.ca/,(403) 837-1414,http://www.google.com/maps/place/105D%2058%20Ave%20SE+Calgary+AB+Canada
Prairie Sun Brewery,"650 Broadway Ave, Saskatoon, Canada",Brewpub,http://www.prairiesun.ca/,306-343-7000,http://www.google.com/maps/place/650%20Broadway%20Ave+Saskatoon+SK+Canada
Prince Edward Island Brewing Company,"96 Kensington Rd, CHARLOTTETOWN, Canada",Micro,http://www.peibrewingcompany.com/,(902) 629-2739,http://www.google.com/maps/place/96%20Kensington%20Rd+CHARLOTTETOWN+PE+Canada
Propeller Brewing Company,"2015 Gottingen St, Halifax, Canada",Micro,http://www.drinkpropeller.ca/,(902) 422-7767,http://www.google.com/maps/place/2015%20Gottingen%20St+Halifax+NS+Canada
Publican House Brewery,"300 Charlotte St, Peterborough, Canada",Micro,http://www.thepublicanhouse.com/,(705) 874-5743,http://www.google.com/maps/place/300%20Charlotte%20St+Peterborough+ON+Canada
Pump House Brewery Ltd,"131 Mill Road, Moncton, Canada",Micro,http://www.pumphousebrewery.ca/,5068661816,http://www.google.com/maps/place/131%20Mill%20Road+Moncton+NB+Canada
Quidi Vidi Brewing Co,"35 Barrows Rd, St Johns, Canada",Regional,http://www.quidividibrewery.ca/,709-738-4040,http://www.google.com/maps/place/35%20Barrows%20Rd+St%20Johns+NL+Canada
R and B Brewing Co,"1-54 East 4th Ave, Vancouver, Canada",Micro,http://www.r-and-b.com/,604-336-0275,http://www.google.com/maps/place/1-54%20East%204th%20Ave+Vancouver+BC+Canada
Railcar Brewing Company,"694 Perth Main St, Perth-Andover, Canada",Micro,http://www.railcarbrewing.com/,(506) 392-6620,http://www.google.com/maps/place/694%20Perth%20Main%20St+Perth-Andover+NB+Canada
Railway City Brewing Co,"130 Edward St., St. Thomas, Canada",Micro,http://www.railwaycitybrewing.com/,(519) 631-1881,http://www.google.com/maps/place/130%20Edward%20St.+St.%20Thomas+ON+Canada
Rally Beer Company,"null, Mississauga, Canada",Micro,http://www.drinkrally.ca/,(905) 616-7218,http://www.google.com/maps/place/null+Mississauga+ON+Canada
Rare Bird Craft Beer,"80 Main St, Guysborough, Canada",Micro,http://www.rarebirdbeer.com/,902-533-2128,http://www.google.com/maps/place/80%20Main%20St+Guysborough+NS+Canada
Ravens Brewing Company,"2485 Townline Rd, Abbotsford, Canada",Micro,http://www.ravens.beer/,01 (604) 746-7209,http://www.google.com/maps/place/2485%20Townline%20Rd+Abbotsford+BC+Canada
Rebellion Brewing Company,"1901 Dewdney Ave, Regina, Canada",Micro,http://www.rebellionbrewing.ca/,306-522-4666,http://www.google.com/maps/place/1901%20Dewdney%20Ave+Regina+SK+Canada
Red Bison Brewery,"111-3016 10 Ave NE, Calgary, Canada",Brewpub,http://redbisonbrewery.com/,(587) 435-6203,http://www.google.com/maps/place/111-3016%2010%20Ave%20NE+Calgary+AB+Canada
Red Hart Brewing,"112- 488 Mccoy Drive, Red Deer County, Canada",Taproom,http://www.redhartbrewing.ca/,15 (876) 791-818,http://www.google.com/maps/place/112-%20%20488%20Mccoy%20Drive+Red%20Deer%20County+AB+Canada
Red Truck Beer Company Ltd.,"295 E 1st Avenue, Vancouver, Canada",Regional,http://www.redtruckbeer.com/,(604) 682-4733,http://www.google.com/maps/place/295%20E%201st%20Avenue+Vancouver+BC+Canada
Refined Fool Brewing Company,"137 Davis St, Sarnia, Canada",Brewpub,http://www.refinedfool.com/,(519) 704-1335,http://www.google.com/maps/place/137%20Davis%20St+Sarnia+ON+Canada
Rewind Beer Co.,"2809 Murray St, Port Moody, Canada",Micro,N/A,604-999-2739,http://www.google.com/maps/place/2809%20Murray%20St+Port%20Moody+BC+Canada
Ribstone Creek Brewery,"4924 51 Street, Edgerton, Canada",Micro,http://www.ribstonecreekbrewery.ca/,(780) 755-3008,http://www.google.com/maps/place/4924%2051%20Street+Edgerton+AB+Canada
Ridge Brewing Co,"22826 Dewdney Trunk Rd #2, Maple Ridge, Canada",Brewpub,N/A,604-380-0888,http://www.google.com/maps/place/22826%20Dewdney%20Trunk%20Rd%20#2+Maple%20Ridge+BC+Canada
Rockbottom Bar & Brewery,"5686 Spring Garden Rd, Halifax, Canada",Brewpub,http://www.rockbottombrewery.ca/,902-423-2938,http://www.google.com/maps/place/5686%20Spring%20Garden%20Rd+Halifax+NS+Canada
Rorschach Brewing Co.,"1001 Eastern Ave., Toronto, Canada",Brewpub,http://www.rorschachbrewing.com/,01 (416) 400-9055,http://www.google.com/maps/place/1001%20Eastern%20Ave.+Toronto+ON+Canada
Rossland Beer Company,"1990f Columbia Avenue, Rossland, Canada",Taproom,N/A,N/A,http://www.google.com/maps/place/1990f%20Columbia%20Avenue+Rossland+BC+Canada
Rossland Beer Company,"1990 Columbia Ave, Rossland, Canada",Micro,http://www.rosslandbeer.com/,(250) 362-2122,http://www.google.com/maps/place/1990%20Columbia%20Ave+Rossland+BC+Canada
Rouge River Brewing Company,"50 Bullock Drive Unit 8, Markham, Canada",Micro,http://rougeriverbrewery.com/,(905) 209-1236,http://www.google.com/maps/place/50%20Bullock%20Drive%20Unit%208+Markham+ON+Canada
Roughneck Brewing Co,"PO Box 732, Calmar, Canada",Micro,N/A,(780) 499-0691,http://www.google.com/maps/place/PO%20Box%20732+Calmar+AB+Canada
Royal City Brewing Company Inc.,"199 Victoria Rd. S, Guelph, Canada",Taproom,http://www.royalcitybrew.ca/,01 (888) 485-2739,http://www.google.com/maps/place/199%20Victoria%20Rd.%20S+Guelph+ON+Canada
Rudder`s Seafood Restaurant & Brew Pub,"96 Water Street, Yarmouth, Canada",Brewpub,http://www.ruddersbrewpub.com/,(902) 742-7311,http://www.google.com/maps/place/96%20Water%20Street+Yarmouth+NS+Canada
Russell Brewing Company,"100-13018 80 Ave, Surrey, Canada",Micro,http://www.russellbrewing.com/,(604) 599-1190,http://www.google.com/maps/place/100-13018%2080%20Ave+Surrey+BC+Canada
SONNEN HILL BREWING,"20727 Heart Lake Rd, Caledon Village, Canada",Micro,https://sonnenhill.com/,(519) 940-0200,http://www.google.com/maps/place/20727%20Heart%20Lake%20Rd+Caledon%20Village+null+Canada
STORM BREWING in Newfoundland Ltd.,"310 Commercial Drive, Vancouver, Canada",Micro,http://www.stormbrewing.ca/,1 604-255-9119,http://www.google.com/maps/place/310%20Commercial%20Drive+Vancouver+NL+Canada
Sailor Hagars Brewpub,N/A,Contract,N/A,(604) 984-3087,http://www.google.com/maps/place/86%20Semisch%20Ave+North%20Vancouver+BC+Canada
Saint Andre Brewing Co,N/A,Contract,N/A,(416) 835-5951,http://www.google.com/maps/place/35%20Elderfield%20Crescent+Toronto+ON+Canada
Saint-houblon,"118-3130 Boul Des Entreprises, Terrebonne, Canada",Micro,http://www.sainthoublon.com/,(514) 264-1392,http://www.google.com/maps/place/118-3130%20Boul%20Des%20Entreprises+Terrebonne+QC+Canada
Salt Spring Brewing CO,"270 furness rd, Salt spring island, Canada",Taproom,N/A,7783541121,http://www.google.com/maps/place/270%20furness%20rd+Salt%20spring%20island+BC+Canada
Sandwich Brewing Company,"3230 Sandwich St, Windsor, Canada",Taproom,N/A,15 (519) 800-2019,http://www.google.com/maps/place/3230%20%20Sandwich%20St+Windsor+ON+Canada
Sawdust City Brewing Company,"397 Muskoka Rd. N., Gravenhurst, Canada",Taproom,http://www.sawdustcitybrewing.com/,(705) 681-1100,http://www.google.com/maps/place/397%20Muskoka%20Rd.%20N.+Gravenhurst+ON+Canada
Schoolhouse Brewery,"40 Water St, Windsor, Canada",Micro,http://www.schoolhousebrewery.ca/,(902) 790-2364,http://www.google.com/maps/place/40%20Water%20St+Windsor+NS+Canada
Scotch Irish Brewing Co,N/A,Contract,http://scotchirishbrewing.ca/,(613) 257-7845,http://www.google.com/maps/place/113%20SECOND%20AVE+null+null+Canada
Sea Change Brewing Company,"9850 62 Ave, Edmonton, Canada",Micro,N/A,N/A,http://www.google.com/maps/place/9850%2062%20Ave+Edmonton+AB+Canada
Sea Level Brewing Co,"980 Terrys Creek Road, Port Williams, Canada",Brewpub,http://www.sealevelbrewing.com/,(905) 542-5544,http://www.google.com/maps/place/980%20Terrys%20Creek%20Road+Port%20Williams+NS+Canada
Shawn & Ed Brewing Company,"65 Hatt Street, Dundas, Canada",Micro,http://lagershed.com/,289-238-9979,http://www.google.com/maps/place/65%20Hatt%20Street+Dundas+ON+Canada
Sheepdog Brewing,"105 Bow Meadows Crescent, Canmore, Canada",Taproom,N/A,4036794009,http://www.google.com/maps/place/105%20Bow%20Meadows%20Crescent+Canmore+AB+Canada
Shirley Chen Household,N/A,N/A,N/A,N/A,N/A
Shuswap Lake Brewing Company Ltd,"20 shuswap st. s., Salmon Arm, Canada",Brewpub,http://www.barleystation.com/,2508320999,http://www.google.com/maps/place/20%20shuswap%20st.%20s.+Salmon%20Arm+BC+Canada
Side Launch Brewing Co,"200 Mountain Road Unit 1, Collingwood, Canada",Micro,N/A,(705) 293-5511,http://www.google.com/maps/place/200%20Mountain%20Road%20Unit%201+Collingwood+ON+Canada
Siding 14 Brewing Company,"3520 67 Street, Ponoka, Canada",Micro,http://www.siding14brewing.com/,N/A,http://www.google.com/maps/place/3520%2067%20Street+Ponoka+AB+Canada
Silversmith Brewing Company,N/A,Contract,http://silversmithbrewing.com/,905-468-8447,http://www.google.com/maps/place/1523%20Niagara%20Stone%20Road+Virgil+ON+Canada
Skeena Brewing Company,N/A,Contract,http://www.wolfgangsbeer.com/,250-975-2337,http://www.google.com/maps/place/1026%20Code%20Road+null+null+Canada
Slake Brewing,"181 Mowbray Road, Picton, Canada",Micro,N/A,6139190995,http://www.google.com/maps/place/181%20Mowbray%20Road+Picton+ON+Canada
Sleeman Breweries Ltd.,"551 Clair Rd W, Guelph, Canada",N/A,http://www.sleeman.com/,(519) 822-1834,http://www.google.com/maps/place/551%20Clair%20Rd%20W+Guelph+ON+Canada
Sleeping Giant Brewing Co,"712 Macdonell Street, Thunder Bay, Canada",Taproom,http://www.sleepinggiantbrewing.ca/,807-344-5225,http://www.google.com/maps/place/712%20Macdonell%20Street+Thunder%20Bay+ON+Canada
Small Batch-Moosehead Breweries,"89 Main St W, St. John, Canada",Micro,https://moosehead.ca/smallbatch,(506) 635-7000,http://www.google.com/maps/place/89%20Main%20St%20W+St.%20John+NB+Canada
Smithavens Brewing Company,"687 Rye St #6, Peterborough, Canada",Micro,http://www.smithavenbrewing.ca/,(705) 743-4747,http://www.google.com/maps/place/687%20Rye%20St%20#6+Peterborough+ON+Canada
Smithers Brewing Company,"3832 3rd Ave, Smithers, Canada",Taproom,N/A,2506143460,http://www.google.com/maps/place/3832%203rd%20Ave+Smithers+BC+Canada
Smugglers Trail Caskworks ltd,"140 9339 200a St, Langley, Canada",Brewpub,http://www.smugglerstrailcask.com/,01 (604) 655-1880,http://www.google.com/maps/place/140%209339%20200a%20St+Langley+BC+Canada
Snake Lake Brewing Company,"26 Industrial Dr, Sylvan Lake, Canada",Micro,N/A,N/A,http://www.google.com/maps/place/26%20Industrial%20Dr+Sylvan%20Lake+AB+Canada
Snake Lake Brewing Company,"26 Industrial Drive, Sylvan Lake, Canada",Micro,N/A,4033520173,http://www.google.com/maps/place/26%20Industrial%20Drive+Sylvan%20Lake+AB+Canada
Something Brewing,"6610 71st St, Red Deer, Canada",Micro,http://www.facebook.com/somethingbeer,(403) 803-9543,http://www.google.com/maps/place/6610%2071st%20St+Red%20Deer+AB+Canada
Something in the Water,"151 East Liberty Street, Toronto, Canada",Taproom,N/A,9045219193,http://www.google.com/maps/place/151%20East%20Liberty%20Street+Toronto+ON+Canada
Something in the Water - Kingston,"275 Princess Street, Kingston, Canada",Taproom,N/A,N/A,http://www.google.com/maps/place/275%20Princess%20Street+Kingston+ON+Canada
Sons of Kent Brewing Company,"27 Adelaide St. S, CHATHAM, Canada",Brewpub,http://www.sonsofkent.com/,01 (226) 626-5986,http://www.google.com/maps/place/27%20Adelaide%20St.%20S+CHATHAM+ON+Canada
Sooke Brewing Co.,"2057 Otter Point Rd, Sooke, Canada",Brewpub,http://sookebrewing.ca/,01 (250) 642-0106,http://www.google.com/maps/place/2057%20Otter%20Point%20Rd+Sooke+BC+Canada
Spearhead Brewing Co,"675 Development Dr, Kingston, Canada",Taproom,http://www.spearheadbeer.com/,01 (416) 737-2337,http://www.google.com/maps/place/675%20Development%20Dr+Kingston+ON+Canada
Specklebelly's Brewpub / Athena Restaurant,"900 Central Avenue, Saskatoon, Canada",Brewpub,http://www.specklebellys.com/,(306) 249-0900,http://www.google.com/maps/place/900%20Central%20Avenue+Saskatoon+SK+Canada
Spectrum Ale Works,"3500 - 9th Avenue North, Lethbridge, Canada",Taproom,N/A,(403) 315-1833,http://www.google.com/maps/place/3500%20-%209th%20Avenue%20North+Lethbridge+AB+Canada
Spindrift Brewing Co.,"21 Frazee Ave., Dartmouth, Canada",Micro,N/A,902-703-7438,http://www.google.com/maps/place/21%20Frazee%20Ave.+Dartmouth+NS+Canada
Spinnakers Brewpub Inc,"308 Catherine St, Victoria, Canada",Brewpub,http://www.spinnakers.com/,(250) 386-2739,http://www.google.com/maps/place/308%20Catherine%20St+Victoria+BC+Canada
Stanley Park Brewing Co.,"8901 Stanley Park Dr, Vancouver, Canada",N/A,N/A,N/A,http://www.google.com/maps/place/8901%20Stanley%20Park%20Dr+Vancouver+BC+Canada
Stanley Park Brewpub & Restaurant,"Stanley Park Brewpub, Vancouver, Canada",Brewpub,http://www.stanleyparkbrewing.com/,01 (604) 681-0460,http://www.google.com/maps/place/Stanley%20Park%20Brewpub+Vancouver+BC+Canada
Starbrew Inc.,"519 2nd Ave North, Saskatoon, Canada",Micro,N/A,(450) 661-0281,http://www.google.com/maps/place/519%202nd%20Ave%20North+Saskatoon+SK+Canada
Steam Whistle Brewing,"255 Bremner Blvd, Toronto, Canada",Regional,N/A,(416) 896-3843,http://www.google.com/maps/place/255%20Bremner%20Blvd+Toronto+ON+Canada
Steam Whistle Brewing Co,"255 Bremner Blvd, Toronto, Canada",Micro,N/A,(416) 362-2337,http://www.google.com/maps/place/255%20Bremner%20Blvd+Toronto+ON+Canada
Steamworks Brew Pub,"375 Water St, Vancouver, Canada",Brewpub,http://www.steamworks.com/,(604) 689-2739,http://www.google.com/maps/place/375%20Water%20St+Vancouver+BC+Canada
Steamworks Brewing,"3845 William Street, Burnaby, Canada",Regional,http://www.steamworks.com/,01 (604) 620-7250,http://www.google.com/maps/place/3845%20William%20Street+Burnaby+BC+Canada
Steel & Oak Brewing Co,"1319 Third Ave, New Westminister, Canada",Micro,http://steelandoak.ca/,604-540-6495,http://www.google.com/maps/place/1319%20Third%20Ave+New%20Westminister+BC+Canada
